paperId,fieldOfStudy
6407b8cc05e839d59ea0b7a7eceb61ee3e5fc46f,Computer Science
38fe0464af2ccc8db9ca3edc6ba1421931f645b2,Computer Science
44e34bddc5f0bf794b40271f958159970ff973ef,Computer Science
5456edaf6daf86cde1b38a8dbbee9ccae12070f9,Computer Science
fb3dc58cb17c54b997e6301cbde7773f77427833,Computer Science
959927c3bdc254d0c02583d47f35654d53c4d6ef,Computer Science
77994c9c7ec19a07173b88fb45a8900b6616dd03,Computer Science
f8aca81ec91a76be80d2ffbb9efeae9f94f23d26,Computer Science
50fe89d2109f1f186e5e91aa8a7853d92a85daee,Computer Science
cdede45f350038a46bac239d6ff8c548ac2945ee,Medicine
5c5751d45e298cea054f32b392c12c61027d2fe7,Computer Science
1dd19753c01476612db6f668967ded7b859deb83,Computer Science
d05ebd2299bc8007edf9422eb2f7b4466e3cf4f4,Computer Science
1955c6821a5dd94baaa3fe96f4e50c071f6fa87e,Computer Science
5f68c2fc47408d10013c36664495b1a489087053,Computer Science
4d515133e301691863dc81e5c73046b2eab0f3f7,Computer Science
738349f595421b70f80a8d8fed7f70e55fa5f475,Computer Science
f91ac07cc5716c25304ebe4385ec3b41b67f57b9,Computer Science
7ff0d6253469c02245c1bd321e97a96813b612d4,Computer Science
9bbe5de594c53275e3123417c5636243677649ae,Computer Science
e0aaff524db88a3b89d2a736aa297081f13af0c8,Computer Science
58f1e659b9dedeb7704e736aebaf6f6e245559fe,Computer Science
89ce63af706dcbda6c4c8ae3012d66d00bfced18,Computer Science
d95c203e194a29825e0cd635abd87d1030e776f9,Computer Science
0b32918213f6d18c1bc83585a14cfbc6b9039a16,Computer Science
7f27f8f8a7abf18cf775e7e9322e8e83c05d337a,Computer Science
e03b10b76c8c07ef0d46001519b976d9b2d30711,Computer Science
414884b429ba39effcd1112d4ffab619d9295a18,Computer Science
9bd2f0db473c225527c4e9383190752de1d5b89e,Computer Science
ff673429c739620f296bdd6d0cc95724ff3841e5,Computer Science
965ae8bc886f2afedfb6e20bffeeeb6ce7abc295,Computer Science
0729749a7eb5354934f030d0abb7f886afd02e29,Computer Science
c5a25230b86e2d5cf217e145db1f2cddbad66f72,Computer Science
1d5d86c0ee4fab53fed4e8eaf4437ce32883f327,Computer Science
0c3767ef8f28e0e23351670ee59af70617d36392,Computer Science
5f62a8282fd583df9b75de8e1ca19d4981b3c789,Computer Science
b72fffc77760fc0588c62da6da9732e072d2e5b1,Computer Science
9ca391c5c9e7a7f482408a405f1eeea7dd2c02b7,Computer Science
2909d49f6682012eea8fe7e1fc4c58e971855a7b,Computer Science
89ddc52b54c38c6ece03943bb268598452ccf999,Computer Science
ccd09ca053fcd173776af891619df6ec7c3ad691,Computer Science
56444b35418f75d7a400f421d62516a6539c48c4,Computer Science
783c03bd491b5c7533f259e0318e02b287e02e80,Computer Science
9a170e202b071c32740bbd7b37b3fb3effda5466,Computer Science
6597075f9ca1cdefc1dfc420970580fbb2ab2012,Computer Science
0071fc8401253dfbe33c36f68c1ca7b80ab13a56,Computer Science
c1f3f0c527a03ca37a7589e7ffd4383f77c55008,Computer Science
f789ddc6a6b235cfa7a1019cf00d2f2fb6950eb1,Computer Science
e55c01ca17bc2cf86ce0ae97870e41cb59e08578,Medicine
dc52fbecd16989fd86967634851d74944995c594,Medicine
92a73e3903d83119bd89fd3e86e3fd3c486b3dab,Medicine
fc06b217a56a6aebc55a7c22afdc5a2b67085df0,Medicine
280b6323d5acb03e2a380d1b2462f38d01c98c54,Physics
280b6323d5acb03e2a380d1b2462f38d01c98c54,Computer Science
8abc61a908fc7b357d95f0411f7bd6f884e36155,Medicine
d6a9b90a3d463b9a1071b6f18af85a6ab6f57d67,Medicine
2e0fb6c321f7ff1fa1e26710613f780f10e80d6d,Medicine
d257296c3e8f69f22ad01bee909e5fd3ba0c6fc4,Medicine
55c0cf25606b3ab50285cf81382a572cf3273f3c,Computer Science
28fe0508eec57623b35ef6c7de13ce3d5958c113,Medicine
9f082e631006561dfcedbbcbb31121fe1e8546ec,Computer Science
9f082e631006561dfcedbbcbb31121fe1e8546ec,Biology
0de393bcd8e49a5261d67308f0ffb2a7b2e8f4ee,Medicine
776a956187f7cf575f5e5d69ecfa9646123befe2,Medicine
12918ecb45e0463d909ef557427004950624d9a4,Medicine
b237611f23eb66149ae18bf902373bc465c3e4cc,Medicine
d51448d7ecf0fe7097f5d5a85b29a3496824244c,Medicine
9987805b4ac2c2be401042b19959f7486ee95afa,Medicine
859e07f3ee3b2b48247fafe627b36ed1f514bbc4,Medicine
d0c817384fd40ee71b425fc898c44ba5ac35e850,Computer Science
764d674230038ffd0ab12b7798a4aa6f72b16327,Computer Science
e6554e7d6b75f36a37765cb4d833a3474671ca8d,Computer Science
a9d7a85fbd1028be86e93410f095a51148656a56,Computer Science
47ecc17522fa9af65255c357397fa335a7e57d0d,Medicine
d153de7a6c6418f270e91517f48c8437bd05418e,Computer Science
524e1fa0a66e6aa6c1b04eb7d7307eeb8c7f8688,Computer Science
686823d1bc6b57a3040942d0b73ab7f73bc733ea,Computer Science
4fb2f302b0d6bc0da73b906c2eed6246ba083e38,Medicine
79936126ca271b6a2e2dc8f3ab27096a40ba6e5c,Computer Science
6ddd84fb3c6a7883807b1335d48e234b3ca1f889,Medicine
f3614e33e14b86f29304071c0fe2069bbe7f5274,Computer Science
6f3a31ae1514dbe2b2f752b4e87c824c27ed45fd,Medicine
cd9d82d685bf49516cc3a0ef7104de06908a5a89,Medicine
fb084d525cc6481394c91a4599bb32347d8537bf,Computer Science
605d0e71feb52c9b3cecb7a38276ffcc4659e42b,Computer Science
c4a9619d1a6c222764048ef30cf4d0c35606eb66,Computer Science
f1e70877dcf908904e39d09c1ef43d37428c5302,Computer Science
b126ed9bbb05f2c2b15c9f4402a609eec87e2eea,Computer Science
f9f29cd689bdf173c2b4e231c3feff1ca837dca1,Medicine
081f042862d9de3fcea02605c144104cf79f45a8,Computer Science
c7ae9524eb91ccaa1b7ba0725f6f04aaae022d75,Computer Science
cd69d1cf236151ea59c9ff042dbd15c280ee9a73,Computer Science
bf043e8831525f6e661ef9e593e4462b78135b84,Computer Science
30121edad0f2c5f935a53a08bd0d56267d3c3598,Computer Science
fc598b2b076ae74d1889878207439e84ffe75303,Computer Science
591f5644aede42a2447e48eedb112c70e80089af,Computer Science
68b01e1a3804da1921e677d56f20a2c610dfb2c4,Computer Science
37841d9036313b43d2a4069bc3f1493e9dc598da,Computer Science
d892b1335ad37c4773f98e8282b73d1460a9f2bf,Computer Science
59c11f04d98e771e0a40f967c1be5f132978b538,Medicine
d0b9d48c1076816e3cc37918df355904f08e1606,Medicine
cfa9fd78eafe3ac3189ab26a2ac679e7c59d9123,Medicine
0a3cc69ff70588648d2a3e097e07a7fd95d78ae0,Computer Science
a56888014c54c2d63c030ce06c4473d89c897d71,Computer Science
4c9dfbe64392aeea00d01419a8746fc7d02432f0,Medicine
7250a88b7db79899ab5a5acff7eff2b4f3e2dd5d,Computer Science
6f85470325e6bcbcfbfc1ce7d3f16e36d71e2302,Medicine
0e8e0531db8d182454203ec5a0cbb3367d560737,Medicine
8738c78f5a2c2d94dcfc34ada047ed7e51dfbe8a,Medicine
79cd1c02331b977026b4b4c5ab251ca999501e30,Medicine
798058a355f3533cb05423561a5b5f774a2ec785,Biology
ab6bc3753acba7837b4b6c041dbd8e196c720e77,Biology
ab6bc3753acba7837b4b6c041dbd8e196c720e77,Medicine
12610a7b39efe0ec0a1cd52c242a712ea719fb4c,Medicine
dbaf57bbdfb6b7f3c2aa658fef9654a272211e08,Computer Science
653405079bfe83614fb00953f94bc22df3a06307,Computer Science
653405079bfe83614fb00953f94bc22df3a06307,Biology
653405079bfe83614fb00953f94bc22df3a06307,Medicine
0572345cd64163f7e2507fec739d5577dd106504,Medicine
ef9b84a57a654888729ce73a3f2400d56e12a300,Medicine
ef9b84a57a654888729ce73a3f2400d56e12a300,Computer Science
b724bc035a211d1fb1afccc558bc3421de51cb1f,Computer Science
9051a256ec3cd6c00aa5a1a33eefed0f16c57c0e,Computer Science
bd5291610a23da5aa95d309bd0d3415a0f7bcd10,Computer Science
10088fee858ee55fa0e46eb3e31d6cf9d36861b5,Computer Science
dca8926b0926bc9523b11b104dbdaca96f3a152e,Computer Science
0737e602292ebcff66e1dea3fd0825d63c4bed07,Computer Science
948ad5d083950b3d7f5a8cca26224501a1ed2dfb,Computer Science
ee174638f7b870b0485af254195d11bc4ec14c50,Computer Science
a494f1b7ae5f952beff8af3ce3c85247f5e44830,Computer Science
437bee05376295e65ee50f6a6d07925e86ad0d59,Computer Science
f26699c40f43ee6f9e93f668e419c35f09c799af,Computer Science
606a57fb0ee1f8179a8dc24c09b98189b083fcd4,Computer Science
df657b5690774b05ce7f0e06542c29ac7c094e1d,Computer Science
23cf51d8d487fbabe2e7bea9d60026a3ed848399,Computer Science
3fbac6df7bbf468c75dff3e7bffc087ae071adcb,Computer Science
129783963688a7d3eea2aac9cb6bc71d3c367410,Computer Science
bb8587e680bc3a432e22792604d12b34fd147c71,Computer Science
9c8de82001a440d2d367293e94e11e68ddff2a85,Biology
4f010c59a2519613d178ea776be02b56ea53cf29,Biology
4f010c59a2519613d178ea776be02b56ea53cf29,Medicine
53de08fc44240321e0e23ed7ac5f6b84bc5b9294,Medicine
42fd45a57bdd86dc2e423c4f62ca203f717b16ab,Computer Science
84e77a99ef9ed35931ae7332c96b974577dfe6f8,Computer Science
09a5ca957be56a13d385504e0e1f7da946ef5b23,Computer Science
2b1d8b0539f2fbffd49559251d83a4bc2d72dd25,Computer Science
2b1d8b0539f2fbffd49559251d83a4bc2d72dd25,Mathematics
e79f9b34e54d3a961b5af94c52e7464746c6c789,Computer Science
6536715cebe5db75def0fc362a88d38ab9c5cab8,Computer Science
958411e368c4245696632961e4b5437916c764fc,Computer Science
dd4adf0a502b6351ba5697091ad479ff6c816fe6,Computer Science
703fcf6b977c8a1760c58bfc7055549171297354,Computer Science
80e84da93b42c7a2810252d3f7038f17a0242a4a,Computer Science
3cb8ad6f6ad359288112b7e0666ef403ab436d0b,Computer Science
b80587bb894774a2a258245ab6fbc914f3e6873e,Computer Science
b4e8dcb605332980d2654cd5d7f2adb58d12f299,Computer Science
b4e8dcb605332980d2654cd5d7f2adb58d12f299,Physics
b54d44ffaa89624f31b925c2ed26e8c34ad18e3d,Computer Science
0b7d170d0601cd88a007436efbaf311a02b1a332,Computer Science
f31c212b0652dce3c7031454dffaf4c15d5dacf2,Computer Science
eeb7e69a513d42b88bdc34a66ef62c3a22c4ede7,Computer Science
92611ef75317d980a4575d3fb492d5f0b6999413,Computer Science
b943002deac1cc2af1a4a0eca6493b7352031558,Computer Science
ce7a6900a181708dba6ed2bf612d06b0be1d20b1,Biology
ce7a6900a181708dba6ed2bf612d06b0be1d20b1,Medicine
ce7a6900a181708dba6ed2bf612d06b0be1d20b1,Computer Science
a7c45906d7921034f1249c570299368df3ac4d88,Computer Science
bd5af6d9a39d6915771c988da196c2582a926834,Computer Science
aa3da305318799a02ab371318bd01678187ef080,Computer Science
c298aea9c6b0e284a786987ccc9bce9df6b6d16a,Computer Science
f40b6a9bd6ca0c174d21d835dea1d88b9638f760,Computer Science
eb24806a78ea689bf99b150791b6ce054ee460f5,Computer Science
c7912660edb36eafb20e8b4bd609d24e14fdaf1b,Computer Science
97b235d4bdd4f924f644f42f048c66f7dd4368cd,Computer Science
62c898f491535553727143006ff7db4b46bec7f4,Computer Science
283129e7f3a9a09e67124fdb3e009ed99ecf6b04,Computer Science
352728394f6873bacca3f0e92c8b4e6af879a3a6,Computer Science
36ce12cadada7523bcce7edb4a704eba08baa520,Medicine
d41e2dd043a7843eb7fced7306cfe3373ef3cff9,Computer Science
ee87563b25ec14c212e4855c9f282dba31a5d3ac,Computer Science
ee87563b25ec14c212e4855c9f282dba31a5d3ac,Physics
54a84b3767f2a43802f4036346c7db6304a9703c,Computer Science
9971ebbd2c397edffdfde9c6426106e11191d0c1,Computer Science
9971ebbd2c397edffdfde9c6426106e11191d0c1,Physics
a37e910b88386491ae0b67f544722c914fee3aeb,Computer Science
ae2ac9bf56e2eb8a0213c47d1389e8d47085c358,Computer Science
4e6560faa58178261b11f4897eaafb2da7562404,Computer Science
4e6560faa58178261b11f4897eaafb2da7562404,Physics
8df02adea0c856f729ccebd23a94cf2823c66c32,Medicine
cca9ae5849f48fd045eaa8ffe5d38e15ebabf512,Biology
31b524b2ab72c577eb5b2f95ed2e22039f83703c,Computer Science
2a5ee875e2d9151d086683920a876b14e23882d8,Computer Science
5d37bac7fd951bd295c636c4feb73d193c95de22,Computer Science
f57f8f71e013824991b7a3adfb368ddbae68b038,Computer Science
8be11f515f919f8073f9c6c82f675a7297196a98,Computer Science
bfa46e5daaa9483e0f60cfaf29a02ac1a8872107,Computer Science
bfa46e5daaa9483e0f60cfaf29a02ac1a8872107,Physics
c919f252e1d23638ba6a420bc7d222d07bfabd38,Computer Science
6ddf702fd48d88f064462c7c15a22d27fb8c8b7f,Computer Science
51b7f9164afde53891f05afb60e0bc83b7a428fb,Computer Science
c10705f758bf3d6defcb65eb1394087471b97014,Computer Science
050871f42204a0bedf021601ac015c2204b357c3,Computer Science
e1dc2dfc67eecfa34f90ce2c23008ab83acba5a9,Computer Science
fc097b980272c6af48ba3f0afcddcd1549cf860c,Computer Science
fc097b980272c6af48ba3f0afcddcd1549cf860c,Biology
bba5d3a86950a9fe38cefb254d74fa7f7062c34f,Computer Science
bba5d3a86950a9fe38cefb254d74fa7f7062c34f,Biology
49eb4dbd917b8830690bb0e17fbce56e2b598e86,Computer Science
48f448c22c2eedb46cb4243e58418027ca9a2918,Computer Science
48f448c22c2eedb46cb4243e58418027ca9a2918,Physics
0024db5f46651b7e1dd593cc33e740bead341fa8,Computer Science
0024db5f46651b7e1dd593cc33e740bead341fa8,Physics
ddd1b5e92e0464bd775fc52218a7fda150ea6149,Computer Science
a967904a87ba4c1d6359fbd7342a074d63e2fe63,Computer Science
cdb34c0092a767848ca1de6fa7e3a6b822585fa4,Computer Science
4155072db4186e6f5d171507f3a1225c76188949,Computer Science
1fcfd53125b016aa47bbaffb0f6f0f1c85a09d77,Biology
1fcfd53125b016aa47bbaffb0f6f0f1c85a09d77,Computer Science
ca4c5e3c901ecb57603ef0d61a7b9dfc010a04b2,Computer Science
49fcb11ca570ed1aeec6b136d5c2eef001730a01,Computer Science
bfed3d4c959b64148811376965db84f77ea8292e,Computer Science
cf81d21d2196599f6a1e1ca4c3fdfac6e2d01e19,Computer Science
68ec9e853b552581fcecc345fbbb02f8d496984a,Computer Science
45c0cc80a04a839489084e3eed81704adacab413,Computer Science
cba610ac919a37b6d13549b20919cc9077bb3391,Computer Science
cba610ac919a37b6d13549b20919cc9077bb3391,Engineering
a75dcb1cb0865afd55d1d01cdfaa4546eaf06af9,Computer Science
75e1cc9263cad6c914d3184452393f8b7fbe6933,Physics
75e1cc9263cad6c914d3184452393f8b7fbe6933,Computer Science
d6de74ab8c1cbedab35b19ca4605525a0c41caee,Computer Science
efc4cc63e8e457178168c732b1d792794703128a,Computer Science
e8bfdea65560f1513c8218c4745eed0c380fbe92,Computer Science
f4f6701d94c33bdcdba7ae49c30a2d5bf59e2451,Computer Science
f4f6701d94c33bdcdba7ae49c30a2d5bf59e2451,Physics
0bfa7c89253235d2822a3fd45dfcc9f2e7787984,Computer Science
9348b7b95982d0a675a767e92c23647aa6915a94,Computer Science
a8fc2bef3eabe018fef37e7aa35a45df25b54670,Biology
a8fc2bef3eabe018fef37e7aa35a45df25b54670,Computer Science
a8fc2bef3eabe018fef37e7aa35a45df25b54670,Medicine
429a4535bd8645ec2dd4923eca9051c5825a43c6,Computer Science
e947463aa1cc812a1e9697f92e04787cd129323d,Computer Science
9003dfb6ad1da95af76fe9a8bec9991da4356c1e,Computer Science
1a7eca9ec5ce8d39c50c3baf57dd453faf23f031,Computer Science
a8ec8e1d01c00490ff500b08ac619077fef3435d,Computer Science
66a69c42778c7fff93f5d1dde69b2eceaa757b86,Computer Science
144d6fe04c584881575e1ce264949018b0fc9f63,Computer Science
0abff425f52448fe874bced16f69468cb832545f,Computer Science
6fcd66201e09c5b1b114f7b6a01157017d74ab42,Computer Science
dc6c129222f63f7d76723833cde1b8d94c1a60d3,Computer Science
efede1a119b1100f710819a807536047c28bb5c9,Computer Science
89d4a00e4b2920c884c077e8124e54c5a0cd11b9,Computer Science
7f4dc2278edc9e23a1d72cfb9fdb932a68e7b3b1,Computer Science
863db31916de0f871619efd2e09862ca96e16e45,Computer Science
7491b6e7f22e65e1ab4608aac1be4949c53fe0dd,Computer Science
b7ed02126c0799ca40534951882dabd60dc35579,Computer Science
6912a12f3710bf4bbdfd9f55f90311426fc1c32c,Medicine
6912a12f3710bf4bbdfd9f55f90311426fc1c32c,Computer Science
ba621822c8a787fa151505d8019e0bfb5c31e75d,Computer Science
4a67bf64cddeff4710c5eea88a040adb51bc8dc0,Computer Science
f1a98a3a59eae6c0957cd061dbd3c0ea077f162f,Computer Science
1b5b0f61f98b195bb3dfcf860561c524664ed677,Computer Science
0c795b7e94b74060fcc5183101661fe125e81aaf,Medicine
e068006cd02d105c734ee13631ea5e0322c98546,Medicine
e068006cd02d105c734ee13631ea5e0322c98546,Computer Science
6fa5a3ee482667389a3970faa3e7ab51d4bd14f0,Computer Science
9cd630b3eff9bf9c26026f028118f919ff348f9b,Computer Science
9cd630b3eff9bf9c26026f028118f919ff348f9b,Medicine
cbd4f2a5ef92489f2dcad061c0125fadcc1cb4c0,Computer Science
cbd4f2a5ef92489f2dcad061c0125fadcc1cb4c0,Medicine
c57e0678310cf6468d5e9d0b843d933006d14a04,Computer Science
c29d80e97771defa54ea2a8f4a391cb15e597adc,Computer Science
80d88e204c02a1a98f1dbc286ef222c227a7d827,Computer Science
476356bf86b393fb16321bccec54c23a902ac137,Computer Science
8c6b27940b3992c99657c72ea93f7aacd52e4eee,Computer Science
45c008f1fa5b7438ad387e13931fd281a3207f2a,Computer Science
df9fcaec10872a0642bb641767173d6cc2a085d0,Computer Science
3486fd93fda7b67743af392ae533a1cf6bce5970,Computer Science
2f7f680cff2a79049469f4347bf160b5e3485fb9,Computer Science
27892516b6a20ddab6c5851efb5abaacdc077691,Computer Science
e2422824b52fda9572e94fadc45f9a6d7ec6dd74,Computer Science
fc6945aa5a82e25eb2860f90c397107b93a4df31,Computer Science
5c67cb7f32963fd3ddf862c80865a0f8445e1a93,Computer Science
3bf0e2f801076f0891a11e9ac5cb1da52bbbceb9,Computer Science
df3537f41964a08f5a1fbf1594719ad9452e9701,Computer Science
6b6a5531b6d8783f545cb193ca775b8c69223bb8,Computer Science
78479310376c1e4774561e0c264e875ae79534d1,Computer Science
ccff6e2395ed44e529d3547e7c7d8507555920ac,Computer Science
3d0723347ac5b9bfe25ab01caca3b01060b7238d,Computer Science
3d0723347ac5b9bfe25ab01caca3b01060b7238d,Engineering
f9f50b2a6feaa7547e93ce8e8537959ffaa0bb9b,Engineering
f9f50b2a6feaa7547e93ce8e8537959ffaa0bb9b,Computer Science
433d82dd937bfb06defa9a4fd5b3edc503d2ed61,Computer Science
89dbceefbb56dffe338b43fffd30cf80554b1bfb,Computer Science
17d3fbeffa6fc859098a65b39fb2b0c29c4b4577,Computer Science
f20f8fa076a4f58403e0b832d6085286f1f3aa6d,Computer Science
3c55cdbca9fdbe4be50b0f7cc6cf957e982b18e0,Computer Science
a24911437b9620e0975ce6feab267bee3fd1002c,Computer Science
f26fcc2b9fc8944e054425d19c12b9d5cca64fcb,Computer Science
99762070c90458c9b46ec1baf3b21f8423574b0b,Computer Science
5bdb6b0c46216a84dc2cac3f27c2e4e9454af88a,Computer Science
9be4bad72b4efe5fc84b28c032195e074b20f9dd,Computer Science
a863f148bd3a952423b1a1c52e706a46ad62b6bb,Computer Science
05d76d68683c88577eb8826f22942c78d474337d,Computer Science
db0cc62a8ea78f561d8e367ab49f53161ec7c40b,Medicine
890b62dac4d8f511b6ba15fcf995662a93e0cd88,Medicine
e435d71755090d1c9ebdf66175637f8be030ebfc,Biology
756aa33068209bcf6cdacbc9e1726c18400a9878,Computer Science
a86124a6c403817e559de2a73d40c2c28ac5d47a,Medicine
ab6cbeca003b8bc0b7d78f68d5697f51a144a488,Medicine
ab6cbeca003b8bc0b7d78f68d5697f51a144a488,Biology
a0e4fed32aaafb4c67c3e6ad9e583ba9b883a5dc,Medicine
708e80a5f5c8bb880dc70d2f4dd91fa85f072161,Computer Science
c145936e7a97faf11cebb2504f656949c993b36b,Medicine
c145936e7a97faf11cebb2504f656949c993b36b,Biology
68960784fec93a075e4e9150e9c6e091e1da8e31,Computer Science
b78a6d7ae27985cc953036f4884b55e232ff0006,Computer Science
2b7256fc423261f8658cb703f52264447333bab4,Medicine
e2d0933c141f6c5e8883b679bec02ddbf40fc074,Biology
8ae1ab66d1691b9660f2795d7c95b628cccef2cb,Computer Science
2ac3ec52e1b6bfea319658f931863b592bf0a722,Medicine
e47087d5029cdb49588a2d8d7a6dcea4c4891383,Computer Science
e47087d5029cdb49588a2d8d7a6dcea4c4891383,Medicine
4bc337e4ace6b2c84aca03718b4c9aea3f1481d0,Computer Science
d2d74a97fffa0b556db458ff937e7a3d786b761b,Medicine
0709db7c6c50747da69fe2946e1283d3a9870790,Computer Science
0709db7c6c50747da69fe2946e1283d3a9870790,Medicine
4d9b89990be6fb9290283c8113c696ca81aba3f3,Medicine
9b10e8dabdd08f141e38ad5de24199b83ea111ff,Computer Science
9b10e8dabdd08f141e38ad5de24199b83ea111ff,Medicine
ff1f11cb27ab8572ed42551e7667b1b84d61defc,Computer Science
ff1f11cb27ab8572ed42551e7667b1b84d61defc,Medicine
172005153bfd833557e794d1f068a8e44094457f,Computer Science
79f643dec03f2993553360fd1c548db493482cae,Computer Science
fd39e97dd01c5b51454dd49ad3ed59f55d8cf50a,Medicine
5e04344703373e24772ef656354ee1d7078b9aae,Medicine
1609655a06a5d4a6709021195375ad324f252b0d,Medicine
3b062efe91b65b6cebebb7d29422ecb602006bb9,Computer Science
2d97083bc7973e8f7ea5a30941decb8c24e15153,Computer Science
904b631146279e40007c89b7e468952aae1a9cd3,Medicine
2dd4d4d1ebbd5eaca19936c3b8437d6065912f4f,Medicine
2dd4d4d1ebbd5eaca19936c3b8437d6065912f4f,Biology
9eecb9addcd1b9cabbb0027dd233f40cd25efb8f,Computer Science
9eecb9addcd1b9cabbb0027dd233f40cd25efb8f,Biology
c41e4d2ffa9c4f0eed7757d159a9c87e5e4b1028,Computer Science
6b0882cdb5a53b62b27a0ac4f6099a489a90bc64,Computer Science
398552fee91c32d3936c197445a7a6b82d897bb9,Medicine
9f484f91864ccccc1199e3e6b8c76eb42318c2bc,Computer Science
9d664c6c3be0bd800f40dbc511eda3e3a3478510,Computer Science
f3684644988197142f4387a944d0e80c1df8ac0b,Computer Science
a93e12172007219051c67b8a05cac4dc814ef575,Computer Science
67db726c3d3bd292c17a528943b6edc33e2eff61,Computer Science
9c1f6d8efe30f945fe8ec5b3509525f97c5bf11a,Computer Science
10d94c12ecc363b81af874ef02f8213c7ac0698a,Computer Science
1aafaa67dbc1b055394049de709bdbffe3b2b703,Computer Science
beb86db70b483873e8f9961ff1cf99a25de59f38,Computer Science
af0be8d47155c011390fac199e2af1f0f6a3775d,Computer Science
f75763e3663812b3c02706e5eb02477aa29f2197,Computer Science
56d0630cd263f915fba19292d831fbcce0fff046,Computer Science
5f6f3fc30e436aab394267beae9ae71ba99c3ee3,Computer Science
4b348e2805932b1aa6c8f92bf680f4afca1c7b2a,Computer Science
049059fef92b47dcc83f9066666b132b5eff075d,Computer Science
0a626f9d7e2a4621ef501c99c6eb02dcac4de4cd,Computer Science
a99930f519b536876aa1e67a83dfd7b57f617678,Computer Science
a9706a5ecec87831d625cdc0b8d856e12ce28429,Biology
e23f86a3021bb728af4a2d7f70cccb50ff91f4eb,Computer Science
d6311085287a07fd0c9d38dd903974f1bfbdf942,Computer Science
955392b1b990487b44f7370ea550bfcbe4767810,Computer Science
3e31fb5c0babaade29d2a8520763c69eedb4feb7,Computer Science
6bfcaa77f743f7e97ce9160508eb173869478894,Computer Science
288347a81f9cb4ac21212ec0ae2bd06d0facc2ab,Computer Science
7196ef1fa0ce758ee46b4232a63812df2e71475a,Computer Science
5ee494622271c88b5cea848aaf881966c5d49b3e,Computer Science
952d7ceaba2cef5ef799820bd349de636bf55b9c,Computer Science
c23125bb65ed29636615d0f0ff7e2340c120b3cc,Medicine
0402ca8f3dc79b3e628b6750865714a03de51fc4,Computer Science
601bc6772073aae06c19fb30e7644c11a7916a89,Computer Science
dba1b18f0633d5e118a69315cee76a8a4d49a6c8,Computer Science
e9fc800faad7ea162239ab19320d7e5b1b83d392,Medicine
32fe770055f654d25cf5f5ee245e55d866438492,Computer Science
81dc35686c6f921bdfc207f9c0b80d69d6e05308,Computer Science
b08c69ec38222e40130a08c743865f147694e14f,Computer Science
98ce1f344e2fc4c94737b661941225c12a7162b4,Computer Science
b1e3098405b9a807b1497300d5cdad9d92054fc5,Computer Science
aaa0a769f85ec50ed645a433b9197001e3c635ae,Computer Science
bd4bc26bf66ec7ad8714b646d8b2f5c14ff23fc4,Computer Science
418080fd96670ff19d15b4cfa3badaa6aadc19fe,Computer Science
988b1b45759cb5b49e024660d0d41c19a695eecc,Computer Science
84f953d7e1d3f7bf0b09ab8c276e2bc9cd9429fd,Computer Science
c045e91daa4e9a11fc6c396cb50f64ce4a0cdc9b,Computer Science
3daaeb6195919d2975a725e1d0092eff0c4c3069,Computer Science
3dd1ac29ae4b2c1f50bbdadcd22a7568bb4cb012,Computer Science
330e27c1437c95a597ff3ab04cb9395fec54c2b0,Computer Science
db20f92811649ba8c03d3d5121da854df82473a0,Computer Science
651de358537e09001f21efd2c800c7f7631167b6,Computer Science
48cd5138ac8539bbf660541ab6a81eb96a605d44,Medicine
d98419f1e3d2530837c753450ebec25eabb96f1e,Computer Science
699cf5d561481126d72e7feb67766c93be6fb918,Computer Science
c6693b98a27d18d239ecf21fb7e0006be575a1df,Computer Science
c830a5af327ea4b77615a6420215bd28c14bd22b,Medicine
d1972db80f51d43ecc222cac9a737dd820558932,Computer Science
6c87489f78dd7f6bab2f7950edf810769334e380,Computer Science
754f8a56da8c828a34d0a988fa60261c93510bab,Computer Science
a86c419317b076db7bc080ad867c89b72388c0d9,Computer Science
0c8a4e7cdc44032a15a06f42c709faf7b8fa1e42,Computer Science
6ec5fe52cdc5c950f937ac8d587739fe47fc1eea,Computer Science
b63a49b0b7aafa1d5d7a9c17360abf6a3ff7a7d9,Computer Science
46cc8512c34020e998c940167080ad0c4c279cd1,Computer Science
46cc8512c34020e998c940167080ad0c4c279cd1,Medicine
5f743b1e3ad42123ed0c18d7c4d2007f07f29930,Computer Science
5f743b1e3ad42123ed0c18d7c4d2007f07f29930,Medicine
5e1cab6a5a6803e13c471dd24344f5652758b37f,Computer Science
ecae98a1cff13d3cd320ae7f1db1fbbaf6a040bb,Medicine
d1a9d8dc2ad25d2de5c33c76b2253f4b61e513b4,Medicine
d1a9d8dc2ad25d2de5c33c76b2253f4b61e513b4,Biology
f69d19e35778871f3b1085af2f63347c010b791c,Medicine
02e343eac6a848d528dc84aa53e3cdaaf7df0ae6,Medicine
3595b93c155f3ab020c21b765c734ee7d805faee,Computer Science
60c6a9695bfeb872c90d979e9b85959db2796a7d,Computer Science
57d64293625d84f62001d1babf25d7cb02c544c8,Computer Science
fb49b5335b4ad83a19362dd9012a72d8a64e7e93,Computer Science
2d92189149387769a68d4a2554ee84f268e831bd,Computer Science
a9385ff6d5f6c71ef1b90d566b81d0e32ab794eb,Computer Science
07c0907666b31db0aa123f75278b04ca07593a08,Medicine
